,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day_of_week,hour_of_day,trip_duration,calculated_total_amount
826,14.7,3,0,1,58.5,0.0,0.0,15.46,18.5,0.3,92.76,231,1,2,0,10,1786,41.527444248018966
827,10.7,1,0,1,32.0,0.0,0.5,11.55,5.76,0.3,50.11,113,138,3,3,6,1326,41.8104368389951
828,11.25,1,0,1,32.5,0.5,0.5,7.91,5.76,0.3,47.47,138,158,3,6,22,1845,41.769038847349194
829,13.45,1,0,1,38.5,0.5,0.5,7.96,0.0,0.3,47.76,138,61,9,6,22,3050,41.9455206049422
830,11.2,1,0,1,33.0,0.0,0.5,7.0,5.76,0.3,46.56,161,138,4,4,14,4238,41.630443661629855
831,8.7,1,0,1,31.5,0.0,0.5,7.5,5.76,0.3,45.56,138,162,8,3,13,2367,41.55778130199665
832,8.73,1,0,2,36.0,1.0,0.5,0.0,5.76,0.3,43.56,138,230,10,3,17,2541,39.30978416354041
833,11.4,1,0,1,32.5,0.0,0.5,6.65,0.0,0.3,39.95,87,138,9,6,12,2223,41.954261237947684
834,4.82,1,0,1,27.5,0.0,0.5,0.0,0.0,0.3,28.3,164,209,9,3,13,1467,41.225146549233116
835,9.2,1,0,1,29.0,0.0,0.5,0.0,0.0,0.3,29.8,141,40,1,6,9,1359,41.460131392667805
836,6.6,1,0,1,25.0,0.0,0.5,6.3,5.76,0.3,37.86,116,7,3,0,7,1820,41.41317851111306
837,4.21,1,0,1,27.0,0.0,0.5,4.17,0.0,0.3,31.97,113,236,11,2,15,1060,41.42193206967539
838,3.9,1,0,1,21.5,0.0,0.5,4.45,0.0,0.3,26.75,142,113,10,5,16,2587,41.613915318856634
839,0.1,1,0,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,142,142,3,6,13,2378,39.64248430698308
840,9.0,1,0,1,31.5,0.0,0.5,7.6,5.76,0.3,45.66,138,230,3,1,12,2338,41.473713644019355
841,10.48,1,0,1,33.5,0.5,0.5,7.0,5.76,0.3,47.56,138,113,3,1,21,1733,41.484516137093124
842,17.1,1,0,1,52.5,0.5,0.5,8.0,5.76,0.3,67.56,90,16,7,4,21,1888,41.612041085861755
843,8.9,1,1,1,33.0,0.5,0.5,8.55,0.0,0.3,42.85,161,62,3,4,0,1808,40.430502984548184
844,0.2,1,0,1,3.0,0.0,0.5,0.75,0.0,0.3,4.55,68,68,8,4,13,1080,41.72766956497249
845,3.5,1,0,1,22.0,1.0,0.5,7.14,0.0,0.3,30.94,186,239,12,0,16,1395,41.64720550617717
846,7.7,1,0,1,29.0,0.0,0.5,5.95,0.0,0.3,35.75,237,138,3,0,11,2123,41.34098214356861
847,4.88,1,0,1,22.0,0.0,0.5,6.84,0.0,0.3,29.64,239,211,5,2,9,1381,41.49250186877565
848,4.08,1,0,1,22.0,0.0,0.5,8.88,0.0,0.3,31.68,161,166,3,2,13,3885,41.65021583341529
849,7.61,1,0,1,28.0,0.5,0.5,5.86,0.0,0.3,35.16,234,152,12,3,21,1883,41.5931296793521
850,9.5,1,0,1,32.0,0.0,0.5,6.55,0.0,0.3,39.35,138,232,3,3,13,1262,41.615684040385815
851,13.96,1,0,1,43.5,0.0,0.5,11.16,11.52,0.3,66.98,261,23,10,4,11,2158,41.43741195203961
852,3.51,1,0,1,27.0,0.5,0.5,5.09,0.0,0.3,33.39,170,43,11,3,20,1394,41.41270787695656
853,13.69,1,0,1,41.5,0.5,0.5,9.71,5.76,0.3,58.27,161,181,10,4,21,1102,41.71987423908467
854,5.2,1,0,1,26.0,1.0,0.5,5.55,0.0,0.3,33.35,113,190,8,3,18,843,41.70253096062403
855,4.84,1,0,2,22.5,0.0,0.5,0.0,0.0,0.3,23.3,45,186,12,5,19,1606,39.570588833386836
856,7.0,1,0,2,25.5,1.0,0.5,0.0,0.0,0.3,27.3,236,243,1,2,16,2278,39.3467419391113
857,13.91,1,0,1,46.0,0.5,0.5,9.46,0.0,0.3,56.76,100,14,6,1,22,1860,41.65932903946599
858,7.7,1,0,1,24.5,0.5,0.5,6.3,5.76,0.3,37.86,148,181,12,5,20,1024,41.74676546075702
859,11.32,1,0,1,37.5,0.0,0.5,11.02,5.76,0.3,55.08,237,181,10,6,15,2490,41.68889509168983
860,12.41,1,0,1,36.0,0.5,0.5,5.09,0.0,0.3,42.39,163,133,5,6,2,1821,41.834172960112525
861,13.96,1,0,1,44.5,0.0,0.5,0.0,0.0,0.3,45.3,138,61,10,1,8,1388,41.26932533116096
862,0.09,1,0,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,234,164,3,4,20,1434,39.48235796637422
863,11.7,1,0,1,38.5,0.0,0.5,11.25,5.76,0.3,56.31,138,161,1,0,10,1197,41.51578936539256
864,16.4,1,0,1,44.0,0.5,0.5,13.55,0.0,0.3,58.85,138,14,10,3,21,1682,42.07596332771555
865,9.64,1,0,1,35.5,1.0,0.5,7.46,0.0,0.3,44.76,164,244,3,0,18,1518,41.590007153747564
866,8.36,1,0,1,26.5,0.0,0.5,6.61,5.76,0.3,39.67,141,138,11,3,7,1518,41.656059740012026
867,7.0,1,0,1,22.0,0.5,0.5,2.33,0.0,0.3,25.63,90,42,8,1,21,2041,41.624009112390176
868,6.8,1,1,1,24.5,0.5,0.5,5.15,0.0,0.3,30.95,114,179,9,5,22,1380,40.451530264346104
869,6.12,1,0,1,22.0,0.0,0.5,6.84,0.0,0.3,29.64,234,231,1,2,6,3872,41.59992053698656
870,8.97,1,0,1,32.0,0.0,0.5,6.66,0.0,0.3,39.46,158,243,4,3,12,1999,41.599117525876
871,11.0,1,1,1,33.5,0.0,0.5,6.85,0.0,0.3,41.15,138,25,9,4,11,1475,40.40175839542589
872,16.5,1,0,1,45.5,0.5,0.5,9.35,0.0,0.3,56.15,132,37,2,6,0,2419,42.01655090670221
873,10.84,1,0,1,33.5,0.0,0.5,8.01,5.76,0.3,48.07,162,138,10,4,14,2310,41.65805315809256
874,6.77,1,0,1,24.5,1.0,0.5,5.26,0.0,0.3,31.56,234,40,8,4,17,1380,41.67190148041792
875,9.6,1,0,1,33.0,1.0,0.5,6.95,0.0,0.3,41.75,138,224,5,3,19,850,41.76372710953321
876,6.03,1,0,1,22.5,0.5,0.5,2.38,0.0,0.3,26.18,87,162,8,3,22,79,41.60792114094427
877,8.9,1,0,1,24.5,0.5,0.5,6.3,5.76,0.3,37.86,262,138,11,3,5,1925,41.661504140012866
878,12.04,1,0,1,36.0,0.0,0.5,9.2,0.0,0.3,46.0,249,138,9,0,8,2217,41.6028027035128
879,7.6,1,0,1,29.5,1.0,0.5,7.4,5.76,0.3,44.46,138,170,11,4,16,1613,41.74822402946393
880,22.36,1,0,2,58.5,0.0,0.5,0.0,0.0,0.3,59.3,132,14,8,5,16,1473,39.449183732738945
881,15.25,1,0,1,41.0,1.0,0.5,8.56,0.0,0.3,51.36,132,255,10,0,19,62,41.88328633002381
882,7.7,1,0,1,30.0,0.5,0.5,6.25,0.0,0.3,37.55,170,181,10,5,23,2668,41.71434558986283
883,0.23,1,0,1,3.0,0.5,0.5,0.86,0.0,0.3,5.16,239,239,8,3,20,2222,41.57931186508135
884,5.9,1,0,1,22.0,0.5,0.5,4.0,0.0,0.3,27.3,48,66,2,2,22,1575,41.65322425840604
885,13.68,1,0,2,40.0,0.0,0.5,0.0,0.0,0.3,40.8,132,138,11,3,15,3340,39.4695548228124
886,10.4,1,0,1,33.0,0.0,0.5,7.9,5.76,0.3,47.46,138,161,3,6,16,1885,41.65595419510016
887,6.29,1,0,2,23.5,0.0,0.5,0.0,0.0,0.3,24.3,13,162,7,4,14,3080,39.633538556539946
888,6.0,1,0,2,24.0,0.0,0.5,0.0,0.0,0.3,24.8,238,114,12,1,14,1312,39.20048904945346
889,15.23,1,0,2,41.5,0.5,0.5,0.0,0.0,0.3,42.8,132,7,8,2,22,1464,39.43322416917405
890,3.5,1,0,1,22.0,1.0,0.5,4.76,0.0,0.3,28.56,238,230,11,3,18,86,41.52887873570711
891,9.27,1,0,1,33.0,0.5,0.5,10.02,5.76,0.3,50.08,230,181,10,0,23,65,41.438538394727715
892,4.69,1,0,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76,211,239,1,2,12,1456,41.38292091228024
893,4.54,1,0,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,230,231,2,2,11,1511,41.356074723352684
894,12.2,1,0,1,39.5,0.0,0.5,11.5,5.76,0.3,57.56,138,163,5,6,17,1576,41.75470640562681
895,5.99,1,0,1,23.0,0.5,0.5,7.29,0.0,0.3,31.59,50,7,5,1,23,1751,41.75446100461102
896,6.68,1,0,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,144,41,4,0,21,71,41.51043136183533
897,7.69,1,0,1,23.5,0.0,0.5,6.08,0.0,0.3,30.38,263,88,10,3,9,1735,41.61402652004908
898,5.91,5,0,1,40.0,0.0,0.0,6.2,10.5,0.3,57.0,161,265,3,1,22,1740,40.37554365358112
899,12.2,1,0,1,34.0,0.5,0.5,6.7,0.0,0.3,42.0,138,132,5,5,22,2561,41.86139276289167
900,9.86,1,0,2,32.0,0.0,0.5,0.0,5.76,0.3,38.56,138,113,6,3,15,1669,39.22532491858098
901,7.43,1,0,1,24.5,0.0,0.5,5.06,0.0,0.3,30.36,138,145,8,3,11,1382,41.673163290953084
902,10.0,1,0,1,38.0,0.0,0.5,13.37,5.76,0.3,57.93,230,138,11,2,13,1358,41.560910176020734
903,8.33,1,0,1,30.5,0.0,0.5,7.41,5.76,0.3,44.47,138,164,10,1,8,1855,41.522207049958894
904,9.27,1,0,1,28.0,0.5,0.5,5.86,0.0,0.3,35.16,138,148,11,1,0,961,41.80919344337438
905,12.44,1,0,2,34.0,0.0,0.5,0.0,0.0,0.3,34.8,50,213,7,6,8,1709,39.73283120412348
906,12.69,1,0,1,36.5,0.0,0.5,7.99,2.64,0.3,49.88,143,174,9,0,8,1505,41.44967047178115
907,10.3,1,0,1,29.5,0.5,0.5,7.3,5.76,0.3,43.86,138,162,6,1,21,1122,41.6122673721639
908,9.0,1,0,1,27.5,1.0,0.5,7.0,5.76,0.3,42.06,138,234,4,0,19,1223,41.633149428884394
909,7.2,1,0,1,25.5,1.0,0.5,5.45,0.0,0.3,32.75,87,236,5,4,18,4142,41.94181545638912
910,7.19,1,0,1,23.5,0.0,0.5,6.01,5.76,0.3,36.07,138,263,5,4,11,1922,41.631960052332786
911,24.3,1,0,1,64.5,0.5,0.5,14.8,8.4,0.3,89.0,132,200,1,0,20,1882,41.713990047766714
912,5.8,1,0,1,25.0,0.0,0.5,5.15,0.0,0.3,30.95,186,7,7,6,17,2170,41.56943674854749
913,14.0,1,0,2,43.5,0.5,0.5,0.0,0.0,0.3,44.8,90,240,10,0,21,1227,39.36957556966997
914,7.8,1,0,1,25.0,0.5,0.5,5.25,0.0,0.3,31.55,162,106,5,3,0,2077,41.77030682613825
915,17.1,1,0,1,49.5,0.5,0.5,9.0,10.5,0.3,70.3,233,265,9,2,22,1675,41.41652916195372
916,7.56,1,0,1,22.5,0.0,0.5,7.26,5.76,0.3,36.32,138,233,3,0,12,2462,41.57163079337472
917,7.27,1,0,1,30.0,0.0,0.5,4.62,0.0,0.3,35.42,163,88,8,2,14,1354,41.41671668187941
918,5.0,1,0,1,22.5,0.0,0.5,3.5,0.0,0.3,26.8,246,262,2,6,13,2472,41.45973744032631
919,5.67,1,0,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,148,142,1,6,18,1325,41.59338189525029
920,5.68,1,0,2,31.5,0.0,0.5,0.0,0.0,0.3,32.3,230,13,4,4,10,2443,39.056311565989816
921,10.51,1,0,1,33.0,0.0,0.5,7.91,5.76,0.3,47.47,161,138,11,3,10,1879,41.63433290344415
922,8.0,1,0,1,34.5,0.0,0.5,4.0,0.0,0.3,39.3,186,25,10,5,16,1593,41.397291416508395
923,8.25,1,0,1,24.5,0.5,0.5,6.31,5.76,0.3,37.87,138,262,2,4,20,1728,41.683158285144835
924,13.02,1,0,1,43.0,0.5,0.5,5.5,0.0,0.3,49.8,13,127,4,1,21,1850,41.64016973679779
925,7.8,1,0,1,26.0,0.5,0.5,5.45,0.0,0.3,32.75,161,196,11,2,20,813,41.676784549277684
926,5.0,1,0,1,28.0,0.0,0.5,5.75,0.0,0.3,34.55,186,236,5,2,13,2101,41.379377349366415
927,3.1,1,0,1,29.0,0.0,0.5,2.98,0.0,0.3,32.78,238,186,10,2,12,1870,41.10726623390187
928,8.8,1,0,1,30.0,0.0,0.5,6.15,0.0,0.3,36.95,138,17,11,2,11,1255,41.62703925213488
929,11.4,1,0,1,40.0,0.0,0.5,9.3,5.76,0.3,55.86,138,48,8,4,9,1868,41.59075709457832
930,11.77,1,0,1,38.0,0.0,0.5,11.14,5.76,0.3,55.7,138,164,2,1,12,2326,41.58952924704114
931,9.17,1,0,1,27.0,0.5,0.5,5.66,0.0,0.3,33.96,148,42,4,5,0,2487,41.88740180170193
932,9.49,1,0,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3,132,138,6,4,4,1829,39.67199429846676
933,12.2,1,0,1,35.0,0.5,0.5,7.25,0.0,0.3,43.55,233,26,8,1,3,490,41.646200817135224
934,7.45,1,0,1,25.0,0.5,0.5,0.0,5.76,0.3,32.06,230,82,2,5,22,2033,41.23509389701127
935,6.06,1,0,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8,50,33,6,5,23,1825,39.559310064260714
936,10.9,1,0,2,31.5,0.0,0.5,0.0,0.0,0.3,32.3,132,19,1,0,14,43,39.22617879204532
937,9.2,1,0,1,28.0,0.0,0.5,6.9,5.76,0.3,41.46,138,237,5,6,13,1223,41.70613301785027
938,5.3,1,0,1,28.5,0.0,0.5,7.32,0.0,0.3,36.62,249,141,12,5,18,1390,41.483583628354396
939,7.58,1,0,1,22.0,0.5,0.5,5.81,5.76,0.3,34.87,138,263,3,5,20,1776,41.733788126448715
940,11.48,1,0,1,38.0,0.0,0.5,8.91,5.76,0.3,53.47,138,230,10,3,13,2066,41.634281200671595
941,10.7,1,0,1,32.0,0.0,0.5,7.7,5.76,0.3,46.26,140,181,5,5,16,3391,41.7102720163665
942,12.0,1,0,1,33.0,0.0,0.5,10.0,0.0,0.3,43.8,138,132,11,5,12,1387,42.01284184154369
943,9.9,1,0,1,32.5,0.0,0.5,6.66,0.0,0.3,39.96,140,61,7,1,8,2262,41.61320478039858
944,12.14,1,0,1,35.0,0.0,0.5,7.16,0.0,0.3,42.96,249,128,9,5,7,2263,41.72397700448093
945,5.7,1,0,1,31.0,0.0,0.5,6.35,0.0,0.3,38.15,79,48,2,3,11,3276,41.517007165754194
946,6.6,1,0,2,30.0,0.0,0.5,0.0,0.0,0.3,30.8,50,129,1,1,9,2693,39.28245479785727
947,3.52,1,0,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76,170,158,8,6,12,1394,41.56997298873853
948,11.1,1,0,1,34.0,0.0,0.5,10.0,5.76,0.3,50.56,138,234,3,6,14,2071,41.785540312997774
949,7.0,1,0,1,23.0,0.5,0.5,3.7,0.0,0.3,28.0,264,264,3,0,22,1039,41.35071695006066
950,10.11,1,0,1,30.5,0.5,0.5,7.51,5.76,0.3,45.07,138,239,9,3,21,1027,41.69952435043824
951,15.0,1,0,2,40.5,0.0,0.5,0.0,0.0,0.3,41.3,231,130,3,2,15,1315,39.22867085866655
952,6.01,1,0,1,30.0,0.0,0.5,2.5,0.0,0.3,33.3,48,256,11,5,15,1533,41.581034781918724
953,9.23,1,0,1,29.5,0.5,0.5,6.16,0.0,0.3,36.96,230,243,11,5,23,1344,41.716089503805975
954,5.4,1,0,1,23.0,1.0,0.5,4.95,0.0,0.3,29.75,170,231,3,2,18,1900,41.63034325370814
955,3.77,1,0,1,23.5,0.0,0.5,4.86,0.0,0.3,29.16,211,255,11,5,15,2182,41.51507457450009
956,8.4,1,0,1,26.0,0.0,0.5,5.36,0.0,0.3,32.16,132,86,4,1,10,3575,41.6423572520271
957,7.8,1,0,1,26.0,0.0,0.5,2.6,0.0,0.3,29.4,236,87,9,1,7,1920,41.38151302252171
958,15.2,1,0,1,48.5,0.0,0.5,14.75,0.0,0.3,64.05,132,89,1,4,13,2350,41.8836615256951
959,6.59,1,0,1,22.5,0.0,0.5,2.5,0.0,0.3,25.8,13,162,12,0,8,65,41.66175216610298
960,16.4,1,0,1,45.5,0.5,0.5,9.35,0.0,0.3,56.15,132,255,5,3,22,3178,41.893485362066556
961,14.67,1,0,1,41.0,0.0,0.5,11.89,5.76,0.3,59.45,138,87,5,0,10,1127,41.6672971833726
962,18.3,1,0,3,55.5,1.0,0.5,0.0,0.0,0.3,57.3,132,89,3,0,16,1195,37.24546763777657
963,7.83,1,0,1,32.0,0.5,0.5,6.66,0.0,0.3,39.96,164,37,9,3,22,2280,41.58603120211504
964,15.89,1,0,1,48.0,0.5,0.5,0.0,5.76,0.3,55.06,68,16,7,4,22,1227,41.32894873899282
965,11.46,1,0,1,34.5,0.0,0.5,8.0,5.76,0.3,49.06,43,138,8,5,9,2323,41.864556657970766
966,8.5,1,0,1,29.5,0.5,0.5,4.0,5.76,0.3,40.56,170,95,4,5,0,95,41.51347357255568
967,9.55,1,0,1,30.5,1.0,0.5,6.0,5.76,0.3,44.06,162,138,3,2,16,1580,41.577570034136784
968,8.29,1,0,1,24.0,0.5,0.5,6.21,5.76,0.3,37.27,75,138,3,2,5,1901,41.770420292676675
969,7.62,1,0,1,26.0,0.0,0.5,3.5,0.0,0.3,30.3,229,13,4,3,9,2654,41.43000079235097
970,0.23,1,0,1,3.0,0.0,0.5,0.76,0.0,0.3,4.56,264,264,11,0,11,1400,41.41239356305449
971,11.9,1,0,1,39.5,0.0,0.5,9.2,5.76,0.3,55.26,138,161,5,2,8,1520,41.543351133343535
972,8.12,1,0,1,29.5,0.0,0.5,0.0,0.0,0.3,30.3,107,42,11,0,12,2413,41.34190932957204
973,0.23,1,0,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,75,75,11,0,12,1447,39.58519973976621
974,6.9,1,0,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,138,121,5,5,22,3011,41.79240143676287
975,12.93,1,0,1,34.5,0.5,0.5,0.0,0.0,0.3,35.8,132,138,1,6,0,1754,41.69286502094262
976,7.68,1,0,1,27.0,0.0,0.5,5.56,0.0,0.3,33.36,237,256,6,4,11,1581,41.55267403426467
977,8.32,1,0,1,26.5,0.0,0.5,5.3,5.76,0.3,38.36,138,42,9,4,11,2406,41.59973384703365
978,6.53,1,0,1,24.5,1.0,0.5,2.63,0.0,0.3,28.93,233,13,10,2,17,1912,41.507706953028
979,11.85,1,0,1,43.5,0.0,0.5,10.01,5.76,0.3,60.07,138,230,3,3,10,1126,41.48512199745269
980,6.11,1,0,1,23.0,0.5,0.5,6.08,0.0,0.3,30.38,162,87,4,2,22,2157,41.61261245728012
981,9.8,1,0,1,38.5,0.5,0.5,6.0,0.0,0.3,45.8,181,226,3,3,21,1498,41.441922412778965
982,12.17,1,0,1,37.0,0.0,0.5,8.71,5.76,0.3,52.27,138,113,2,0,8,2241,41.505427450469185
983,7.99,1,0,1,25.5,0.0,0.5,6.41,5.76,0.3,38.47,138,233,3,6,18,2304,41.66142317531748
984,12.06,1,0,1,37.0,0.5,0.5,13.22,5.76,0.3,57.28,100,14,3,6,0,2745,42.07497212337064
985,6.4,1,0,1,27.0,0.0,0.5,5.55,0.0,0.3,33.35,24,224,9,4,11,2440,41.81518760478677
986,15.6,4,0,1,48.0,0.0,0.5,7.5,5.76,0.3,62.06,138,265,3,2,11,1503,39.861986183240184
987,9.92,1,0,1,29.5,0.0,0.5,6.0,5.76,0.3,42.06,230,138,5,3,6,1464,41.461705147494314
988,7.66,1,0,1,25.5,0.0,0.5,6.58,0.0,0.3,32.88,161,95,6,6,7,1400,41.7873170541866
989,10.06,1,0,1,28.0,0.5,0.5,7.01,5.76,0.3,42.07,138,162,3,2,0,1692,41.73982126546433
990,0.38,1,0,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,140,262,5,1,22,2666,39.57902334887565
991,9.46,1,0,1,35.0,0.5,0.5,7.26,0.0,0.3,43.56,107,244,10,5,0,2327,41.926701229914634
992,6.9,1,1,1,22.5,0.0,0.5,5.8,0.0,0.3,29.1,263,209,4,4,10,4629,40.29910809621389
993,4.74,1,0,2,25.0,0.0,0.5,0.0,0.0,0.3,25.8,144,112,12,4,14,836,39.327420607563525
994,9.06,1,0,1,27.5,0.0,0.5,10.22,5.76,0.3,44.28,164,138,3,0,13,1266,41.569151765790394
995,8.27,1,0,1,31.5,0.0,0.5,0.0,0.0,0.3,32.3,141,241,8,3,15,1781,41.33718004368508
996,10.1,1,0,1,36.5,1.0,0.5,8.81,5.76,0.3,52.87,138,229,10,4,17,5222,41.85000699775504
997,2.6,1,0,1,22.5,1.0,0.5,0.0,0.0,0.3,24.3,164,163,11,4,17,1489,41.42566820725628
998,9.02,1,0,1,33.5,0.0,0.5,8.01,5.76,0.3,48.07,234,138,9,3,14,1717,41.404211591096214
999,0.2,5,0,1,70.0,0.0,0.0,0.0,0.0,0.3,70.3,48,230,4,6,3,1357,39.718982970104804
1000,7.7,1,0,1,24.0,0.0,0.5,4.95,0.0,0.3,29.75,151,13,8,4,8,1020,41.693139933623904
1001,6.9,1,0,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96,142,4,9,4,13,2733,41.67112217147415
1002,11.84,1,0,1,36.0,0.0,0.5,8.51,5.76,0.3,51.07,230,138,10,6,8,1097,41.6497861399378
1003,5.65,1,0,1,26.0,0.0,0.5,8.04,0.0,0.3,34.84,231,113,6,6,13,1119,41.60277453788793
1004,10.41,1,0,1,38.0,0.0,0.5,11.14,5.76,0.3,55.7,138,43,10,4,14,2216,41.668622449879756
1005,5.1,1,0,1,25.0,0.0,0.5,0.0,0.0,0.3,25.8,87,50,7,4,8,1434,41.41174081555182
1006,9.5,1,0,1,28.5,0.5,0.5,4.0,0.0,0.3,33.8,97,43,3,5,0,1242,41.82786880658475
1007,19.4,1,0,1,57.5,0.0,0.5,8.0,5.76,0.3,72.06,132,3,5,4,15,1200,41.46120768053784
1008,6.0,1,0,1,22.5,0.0,0.5,10.0,0.0,0.3,33.3,162,13,10,4,9,2379,41.884547845146415
1009,7.9,1,0,1,26.5,0.5,0.5,5.55,0.0,0.3,33.35,163,65,12,0,20,2574,41.62807182898496
1010,13.1,1,0,1,45.5,0.0,0.5,9.26,0.0,0.3,55.56,132,37,6,5,14,1537,41.66556864217267
1011,10.14,1,0,2,28.5,0.5,0.5,0.0,0.0,0.3,29.8,234,165,12,6,4,1877,39.646375419718396
1012,6.52,1,0,1,22.0,1.0,0.5,4.76,0.0,0.3,28.56,170,40,11,1,18,2128,41.72459926029997
1013,7.15,1,0,1,24.0,0.0,0.5,4.96,0.0,0.3,29.76,262,87,8,3,8,1546,41.50600391487147
1014,8.2,1,0,1,24.0,0.5,0.5,7.81,13.76,0.3,46.87,138,170,5,3,23,2056,41.545890376491805
1015,8.38,1,0,1,26.0,0.0,0.5,4.0,0.0,0.3,30.8,237,125,3,5,7,1484,41.54411814256639
1016,11.2,1,0,1,39.0,1.0,0.5,8.15,0.0,0.3,48.95,138,52,3,0,17,3229,41.659803593698285
1017,5.03,1,0,1,27.0,0.0,0.5,6.95,0.0,0.3,34.75,148,142,9,6,15,872,41.632166156961404
1018,3.4,1,1,1,22.5,0.0,0.5,4.65,0.0,0.3,27.95,163,211,9,2,12,3195,40.137126811447516
1019,9.14,1,0,1,27.5,1.0,0.5,8.76,5.76,0.3,43.82,138,141,1,1,17,1187,41.70939457247684
1020,7.24,1,0,1,24.0,1.0,0.5,5.16,0.0,0.3,30.96,237,87,4,2,18,1811,41.60436122150713
1021,13.47,1,0,1,40.5,0.0,0.5,9.41,5.76,0.3,56.47,138,249,2,4,12,2384,41.66827139084501
1022,8.97,1,0,1,28.5,0.5,0.5,5.96,0.0,0.3,35.76,79,95,9,4,21,1856,41.859057126662094
1023,9.62,1,0,1,37.0,0.0,0.5,7.56,0.0,0.3,45.36,138,230,2,3,12,1037,41.53071764789139
1024,11.5,1,0,1,39.5,1.0,0.5,11.75,5.76,0.3,58.81,138,50,5,0,16,1444,41.668279127120215
1025,7.61,1,0,2,25.0,0.0,0.5,0.0,0.0,0.3,25.8,161,33,1,5,10,2505,39.42162906538458
1026,6.32,1,0,1,21.5,1.0,0.5,4.66,0.0,0.3,27.96,170,33,3,3,17,2351,41.7165270362495
1027,12.2,1,0,1,44.0,0.0,0.5,10.1,5.76,0.3,60.66,138,100,5,1,8,2240,41.45725603331395
1028,11.74,1,0,1,45.5,0.0,0.5,9.26,0.0,0.3,55.56,132,17,1,0,7,2112,41.40922540225026
1029,10.68,1,0,1,31.5,0.0,0.5,7.61,5.76,0.3,45.67,138,162,4,1,7,2003,41.57794206170146
1030,7.9,1,0,1,26.5,0.0,0.5,6.6,5.76,0.3,39.66,138,236,6,4,12,1789,41.61888914105988
1031,10.84,1,0,2,43.5,0.0,0.5,0.0,5.76,0.3,50.06,138,50,3,4,12,1620,39.00003966078168
1032,3.69,1,0,2,22.5,1.0,0.5,0.0,0.0,0.3,24.3,230,144,9,1,18,2388,39.27302947747749
1033,12.25,1,0,1,34.0,0.5,0.5,7.06,0.0,0.3,42.36,132,70,2,0,20,72,41.622676543138724
1034,0.2,1,0,1,3.0,0.0,0.5,0.75,0.0,0.3,4.55,142,142,3,1,7,4266,41.58788941133041
1035,15.16,1,0,1,42.0,0.0,0.5,9.71,5.76,0.3,58.27,138,87,3,1,13,1288,41.580407834990524
1036,4.7,1,1,1,22.0,0.0,0.5,4.55,0.0,0.3,27.35,13,230,1,5,19,1735,40.374878208199505
1037,8.7,1,0,1,26.0,0.0,0.5,6.5,5.76,0.3,39.06,262,138,6,5,7,2742,41.564654873507536
1038,7.0,1,0,1,23.5,1.0,0.5,4.0,0.0,0.3,29.3,87,142,8,2,19,1131,41.78846687959199
1039,9.3,1,0,1,34.5,0.0,0.5,12.3,5.76,0.3,53.36,138,230,11,2,14,2784,41.73369363734403
1040,8.6,1,0,1,24.5,0.5,0.5,5.15,0.0,0.3,30.95,138,49,2,4,23,1631,41.727354403214875
1041,6.3,1,0,1,24.5,0.5,0.5,5.15,0.0,0.3,30.95,68,255,10,6,1,2307,42.00944912775719
1042,0.03,1,0,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,87,87,7,1,10,4401,39.63131129925786
1043,15.83,1,0,1,46.0,0.0,0.5,11.7,0.0,0.3,58.5,132,145,2,5,18,3563,41.91033494486281
1044,8.69,1,0,1,36.5,0.0,0.5,6.46,5.76,0.3,49.52,138,186,3,1,13,2406,41.2744268073299
1045,9.5,1,0,1,43.5,0.0,0.5,6.65,0.0,0.3,50.95,261,76,12,0,12,1278,41.136582071702875
1046,16.1,1,0,1,45.0,0.0,0.5,10.31,5.76,0.3,61.87,13,138,10,2,8,1762,41.903004535567575
1047,7.8,1,0,1,30.0,0.0,0.5,3.5,0.0,0.3,34.3,237,13,1,1,9,2092,41.21698835956037
1048,11.9,1,0,1,41.0,1.0,0.5,9.71,5.76,0.3,58.27,164,138,6,0,16,3713,41.61138337520357
1049,10.3,1,0,1,33.0,0.5,0.5,5.15,0.0,0.3,39.45,125,225,10,6,5,2206,41.91231861780621
1050,10.1,1,0,1,35.5,0.0,0.5,8.41,5.76,0.3,50.47,138,142,5,0,8,2245,41.454982862476626
1051,15.42,5,0,1,85.0,0.0,0.0,19.16,10.5,0.3,114.96,138,265,6,4,19,2155,40.52003871065749
1052,11.38,1,0,1,33.5,0.5,0.5,0.3,0.0,0.3,35.1,24,185,3,0,5,3337,41.626580007441575
